,Grade Average 7,Grade Average 8,Math_7_score,ELA_7_score,Math_8_score,ELA_8_score,Absent Grade 7,Tardy Grade 7,Absent Grade 8,Tardy Grade 8,Gender,Comment_1,Comment_2,Comment_3,Comment_4,Comment_5,Comment_6,Comment_7,Comment_8,target,Absent Total,Tardy Total,Average Grade MS,Average Math Score,Average ELA Score,Num of Above Average Comments,Num of Meets Acceptable Comments,Num of Incomplete Work Comments,Num of Outstanding Effort Comments,Num of Unprepared for Class Comments,Num of Inattentive in Class Comments,Num of Poor Tests Comments,Num of Conscientious Comments,Num of Improvement Noted Comments,Num of Imcomplete Homework Comments,Num of Parent Conference Requested Comments,Num of Poor Class Attendance Comments,Num of Excessive Lateness Comments
268,0,0,0,0,0,0,0,0,0,0,'F','Conscientious about classroom responsibilities--',"'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,'Conscientious about classroom responsibilities--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--', No Comment ,0,0,0,0.0,0.0,0.0,1,1,0,0,0,0,0,3,0,0,0,0,0
269,76,77,2,2,1,3,19,12,20,14,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Poor test scores--',0,39,26,76.5,1.5,2.5,0,4,0,0,0,1,1,0,0,0,0,0,0
270,76,80,2,3,1,4,15,9,1,14,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Poor test scores--',"""Some date Student's attendance is affecting her performance. She has been absent four times in one month. As discussed at the recent meeting, she must get her work done and handed in.""",'Inattentiveness in class--','Unprepared for class--',0,16,23,78.0,1.5,3.5,0,2,0,0,1,1,1,1,0,0,0,0,0
271,70,71,1,2,1,1,11,13,6,13,'M','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','Parent conference requested--', No Comment ,'Parent conference requested--','Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.-- Student necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Student a Teacher Email.us.', No Comment ,0,17,26,70.5,1.0,1.5,0,1,1,0,0,0,1,0,0,0,2,0,0
272,0,0,0,0,0,0,0,0,0,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,0,0,0.0,0.0,0.0,1,4,0,1,0,0,0,0,0,0,0,0,0
273,67,73,1,3,1,2,8,5,2,24,'M','Cell phone is an issue. ','Poor class attendance--','Incomplete work--', No Comment ,'Unprepared for class--', No Comment ,'Can do better', No Comment ,0,10,29,70.0,1.0,2.5,0,0,1,0,1,0,0,0,0,0,0,1,0
274,87,87,0,0,0,0,10,0,9,1,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,19,1,87.0,0.0,0.0,0,5,0,1,0,0,0,1,0,0,0,0,0
275,75,82,2,1,1,2,8,6,8,0,'M','Conscientious about classroom responsibilities--','Poor test scores--', No Comment ,'Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--', No Comment ,0,16,6,78.5,1.5,1.5,0,2,1,0,0,1,1,1,0,0,0,0,0
276,78,81,4,4,4,5,5,1,8,6,'M','Demonstrates outstanding effort--', No Comment ,'Incomplete homework--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0,13,7,79.5,4.0,4.5,0,3,0,1,0,1,0,0,0,1,0,0,0
277,80,80,3,4,4,4,6,0,5,0,'M','Demonstrates outstanding effort--', No Comment ,'Demonstrates outstanding effort--',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,11,0,80.0,3.5,4.0,1,3,0,2,0,0,0,0,0,0,0,0,0
278,0,43,0,0,0,0,8,4,14,13,'M', No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment ,0,22,17,21.5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,84,82,3,4,1,4,5,6,8,10,'F', No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment ,0,13,16,83.0,2.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,77,80,3,4,4,4,1,30,12,14,'M','Student needs extra help both in content and time management. He has developed a habit to talk while I am going over instructions or class notes. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.--Student necesita ayuda adicional tanto en contenido como en gestión del tiempo. Ha desarrollado un hábito para hablar mientras reviso instrucciones o apuntes de clase. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Student a Teacher Email.us.', No Comment ,'Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--', No Comment ,'Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,13,44,78.5,3.5,4.0,0,2,0,0,0,1,1,0,0,1,0,0,0
281,0,0,0,0,0,0,0,0,0,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Excessive lateness--','Poor test scores--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',0,0,0,0.0,0.0,0.0,0,4,0,0,0,0,1,1,0,0,0,0,1
282,0,0,0,0,0,0,0,0,0,0,'M', No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment , No Comment ,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,80,82,3,4,3,3,16,3,5,6,'M',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'Demonstrates outstanding effort--', No Comment ,"'Some date As discussed at conferences, Student is doing well and his effort is commendable. He is a joy to have in class.'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--',0,21,9,81.0,3.0,3.5,2,2,0,2,0,0,0,0,0,0,0,0,0
284,0,0,0,0,0,0,0,0,0,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Can do better', No Comment ,'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Poor test scores--',0,0,0,0.0,0.0,0.0,0,2,0,0,0,0,1,1,0,0,0,0,0
285,79,77,2,3,1,3,8,1,7,7,'M','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,15,8,78.0,1.5,3.0,0,3,0,1,0,0,0,2,0,0,0,0,0
286,80,77,2,1,1,1,5,0,5,1,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Incomplete work,homework, projects--'", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--',0,10,1,78.5,1.5,1.0,0,4,1,0,0,0,0,0,0,1,1,0,0
287,0,70,0,0,3,0,0,0,31,3,'F','Poor class attendance--','Unprepared for class--', No Comment ,'Poor class attendance--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--','Unprepared for class--', No Comment ,0,31,3,35.0,1.5,0.0,0,1,1,0,2,0,0,0,0,0,0,2,0
288,0,0,0,0,0,0,0,0,0,0,'M','Incomplete homework--','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Unprepared for class--','Parent conference requested--','Unprepared for class--','Can do better',0,0,0,0.0,0.0,0.0,0,1,0,0,2,0,1,0,0,1,1,0,0
289,77,83,3,3,3,4,4,1,4,0,'M','Improvement noted--','Parent conference requested--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'Incomplete homework--', No Comment ,"'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,0,8,1,80.0,3.0,3.5,2,1,0,0,0,0,0,0,1,1,1,0,0
290,78,81,3,4,1,4,4,4,3,1,'F','Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--','Poor test scores--','Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.-- Student necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Student a Teacher Email.us.', No Comment , No Comment ,'Incomplete homework--',0,7,5,79.5,2.0,4.0,0,1,0,0,0,0,1,1,0,2,0,0,0
291,71,76,2,3,2,4,11,41,8,30,'M','Poor test scores--','Needs to stay for tutoring', No Comment ,'Unprepared for class--', No Comment ,'Incomplete work--','Incomplete homework--','Incomplete work--',0,19,71,73.5,2.0,3.5,0,0,2,0,1,0,1,0,0,1,0,0,0
292,73,80,2,2,2,3,3,1,1,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'Incomplete work--',0,4,1,76.5,2.0,2.5,1,4,1,0,0,0,0,0,0,0,0,0,0
293,76,79,2,4,2,4,5,17,4,17,'F',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Poor test scores--','Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.-- Student necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Student a Teacher Email.us.', No Comment , No Comment ,'Poor test scores--',0,9,34,77.5,2.0,4.0,1,1,0,0,0,0,2,0,0,0,0,0,0
294,75,77,3,4,2,4,1,0,2,8,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'", No Comment ,'Inattentiveness in class--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--',0,3,8,76.0,2.5,4.0,1,3,0,0,0,1,1,0,0,0,0,0,0
295,74,76,3,3,2,3,5,2,15,34,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,'Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',0,20,36,75.0,2.5,3.0,0,4,0,0,0,0,1,0,0,1,0,0,0
296,0,0,0,0,0,0,0,0,0,0,'F','Parent conference requested--', No Comment ,'Poor class attendance--','Poor class attendance--','Incomplete work--', No Comment ,'Poor class attendance--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,0,0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,3,0
297,72,74,2,4,1,4,6,5,7,3,'M','Incomplete homework--', No Comment ,'Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--','Poor test scores--', No Comment ,'Poor class attendance-- 32 days',0,13,8,73.0,1.5,4.0,0,1,0,0,0,0,1,1,0,2,0,1,0
298,75,80,2,4,4,3,9,11,18,20,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--', No Comment , No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment , No Comment ,0,27,31,77.5,3.0,3.5,0,3,0,0,0,0,0,0,0,1,0,0,0
299,0,0,0,0,0,0,4,18,0,0,'M', No Comment ,"'New entry, no grades available yet'", No Comment ,'Unprepared for class--','Conscientious about classroom responsibilities--','Inattentiveness in class--', No Comment , No Comment ,0,4,18,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0,0,0,0,0
300,79,81,4,4,4,4,0,0,0,1,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--', No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,"'Meets acceptable standards of cooperation, work, attitude and effort - '", No Comment ,0,0,1,80.0,4.0,4.0,0,4,1,0,0,0,0,0,0,0,0,0,0
301,0,0,0,0,0,0,0,0,0,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--','Parent conference requested--', No Comment ,'Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Should make up work when it is missing right away.  Ask for help if needed.s.',0,0,0,0.0,0.0,0.0,0,3,0,0,0,1,1,0,0,0,1,0,0
302,73,79,2,4,3,5,8,0,24,9,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Parent conference requested--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'",'Incomplete homework--', No Comment ,'Parent conference requested--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0,32,9,76.0,2.5,4.5,1,3,0,0,0,0,0,0,0,1,2,0,0
