,Grade Average 7,Grade Average 8,Math_7_score,ELA_7_score,Math_8_score,ELA_8_score,Absent Grade 7,Tardy Grade 7,Absent Grade 8,Tardy Grade 8,Gender,target,Absent Total,Tardy Total,Average Grade MS,Average Math Score,Average ELA Score,Num of Above Average Comments,Num of Meets Acceptable Comments,Num of Incomplete Work Comments,Num of Outstanding Effort Comments,Num of Unprepared for Class Comments,Num of Inattentive in Class Comments,Num of Poor Tests Comments,Num of Conscientious Comments,Num of Improvement Noted Comments,Num of Imcomplete Homework Comments,Num of Parent Conference Requested Comments,Num of Poor Class Attendance Comments,Num of Excessive Lateness Comments,Comments
286,80,77,2,1,1,1,5,0,5,1,'M',0,10,1,78.5,1.5,1.0,0,4,1,0,0,0,0,0,0,1,1,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work,homework, projects. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
287,0,70,0,0,3,0,0,0,31,3,'F',0,31,3,35.0,1.5,0.0,0,1,1,0,2,0,0,0,0,0,0,2,0,"'Poor class attendance.'Unprepared for class. No Comment .'Poor class attendance.'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work.'Unprepared for class.'Poor class attendance."
288,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,0,1,0,0,2,0,1,0,0,1,1,0,0,"'Incomplete homework.'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Unprepared for class.'Parent conference requested.'Unprepared for class.'Incomplete homework."
289,77,83,3,3,3,4,4,1,4,0,'M',0,8,1,80.0,3.0,3.5,2,1,0,0,0,0,0,0,1,1,1,0,0,"'Improvement noted.'Parent conference requested.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Incomplete homework. No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Improvement noted."
290,78,81,3,4,1,4,4,4,3,1,'F',0,7,5,79.5,2.0,4.0,0,1,0,0,0,0,1,1,0,2,0,0,0,"'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Poor test scores.'Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.. No Comment . No Comment .'Incomplete homework."
291,71,76,2,3,2,4,11,41,8,30,'M',0,19,71,73.5,2.0,3.5,0,0,2,0,1,0,1,0,0,1,0,0,0,'Poor test scores.'Needs to stay for tutoring'. No Comment .'Unprepared for class. No Comment .'Incomplete work.'Incomplete homework.'Poor test scores.
292,73,80,2,2,2,3,3,1,1,0,'F',0,4,1,76.5,2.0,2.5,1,4,1,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort ."
293,76,79,2,4,2,4,5,17,4,17,'F',0,9,34,77.5,2.0,4.0,1,1,0,0,0,0,2,0,0,0,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Poor test scores.'Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.. No Comment . No Comment .'Demonstrates above average ability, motivation and attitude in this class."
294,75,77,3,4,2,4,1,0,2,8,'M',0,3,8,76.0,2.5,4.0,1,3,0,0,0,1,1,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Inattentiveness in class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
295,74,76,3,3,2,3,5,2,15,34,'F',0,20,36,75.0,2.5,3.0,0,4,0,0,0,0,1,0,0,1,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
296,0,0,0,0,0,0,0,0,0,0,'F',0,0,0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,3,0,'Parent conference requested. No Comment .'Poor class attendance.'Poor class attendance.'Incomplete work. No Comment .'Poor class attendance.'Parent conference requested.
297,72,74,2,4,1,4,6,5,7,3,'M',0,13,8,73.0,1.5,4.0,0,1,0,0,0,0,1,1,0,2,0,1,0,"'Incomplete homework. No Comment .'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Poor test scores. No Comment .'Incomplete homework."
298,75,80,2,4,4,3,9,11,18,20,'F',0,27,31,77.5,3.0,3.5,0,3,0,0,0,0,0,0,0,1,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete homework. No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
299,0,0,0,0,0,0,4,18,0,0,'M',0,4,18,0.0,0.0,0.0,0,0,0,0,1,1,0,1,0,0,0,0,0," No Comment .'New entry, no grades available yet'. No Comment .'Unprepared for class.'Conscientious about classroom responsibilities.'Inattentiveness in class. No Comment . No Comment ."
300,79,81,4,4,4,4,0,0,0,1,'M',0,0,1,80.0,4.0,4.0,0,4,1,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
301,0,0,0,0,0,0,0,0,0,0,'F',0,0,0,0.0,0.0,0.0,0,3,0,0,0,1,1,0,0,0,1,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Inattentiveness in class.'Parent conference requested. No Comment .'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
302,73,79,2,4,3,5,8,0,24,9,'F',0,32,9,76.0,2.5,4.5,1,3,0,0,0,0,0,0,0,1,2,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Parent conference requested.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Incomplete homework. No Comment .'Parent conference requested.'Meets acceptable standards of cooperation, work, attitude and effort ."
303,78,80,3,3,4,4,16,0,8,0,'M',0,24,0,79.0,3.5,3.5,0,2,0,0,1,0,0,1,0,1,0,0,0,"'Unprepared for class.'Needs to stop playing video games in class'. No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Unprepared for class."
304,84,82,2,3,2,2,0,1,0,3,'M',0,0,4,83.0,2.0,2.5,1,3,0,0,1,0,1,0,0,0,1,0,0,"'Unprepared for class.'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Unprepared for class."
305,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0,0,1,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Parent conference requested.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Tries. Should come for extra sessions when class is quieter.  Also, needs to take advantage of opportunities to make up tests.'.'Meets acceptable standards of cooperation, work, attitude and effort ."
306,82,84,4,4,4,4,10,1,8,18,'M',0,18,19,83.0,4.0,4.0,1,5,1,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort ."
307,74,0,1,0,0,0,1,0,2,4,'M',0,3,4,37.0,0.5,0.0,1,0,1,0,0,1,2,1,0,0,0,0,0,"'Conscientious about classroom responsibilities.'Incomplete work.'Poor test scores.'Inattentiveness in class. No Comment .'Poor test scores.'Demonstrates above average ability, motivation and attitude in this class.'Conscientious about classroom responsibilities."
308,79,83,3,4,4,4,9,3,9,3,'F',0,18,6,81.0,3.5,4.0,1,4,2,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
309,58,0,2,3,2,3,8,31,47,10,'M',0,55,41,29.0,2.0,3.0,1,0,0,0,2,0,1,0,0,0,1,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Unprepared for class.'Poor test scores.'Unprepared for class.'Student needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Student to Teacher Email.us.. No Comment . No Comment .'Demonstrates above average ability, motivation and attitude in this class."
310,75,80,4,4,3,4,6,1,8,1,'M',0,14,2,77.5,3.5,4.0,0,3,1,0,0,0,0,1,0,0,1,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Incomplete work.'Meets acceptable standards of cooperation, work, attitude and effort ."
311,76,76,1,0,1,1,3,0,2,2,'M',0,5,2,76.0,1.0,0.5,0,3,0,1,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities. No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort ."
312,79,81,3,4,3,3,12,23,3,33,'F',0,15,56,80.0,3.0,3.5,0,1,0,0,0,0,1,2,0,1,0,0,0,"'Conscientious about classroom responsibilities. No Comment .'Can do better'.'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Incomplete homework. No Comment .'Conscientious about classroom responsibilities."
313,0,0,0,0,0,0,0,0,0,0,'M',0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0, No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment . No Comment .
314,0,82,0,0,3,0,0,0,7,3,'M',0,7,3,41.0,1.5,0.0,0,4,0,1,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort ."
315,77,84,3,4,2,4,3,0,4,0,'F',0,7,0,80.5,2.5,4.0,1,3,0,0,0,0,0,2,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort ."
316,77,84,2,2,3,1,3,1,4,0,'F',0,7,1,80.5,2.5,1.5,2,2,1,1,0,0,0,1,0,0,0,0,0,"'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Conscientious about classroom responsibilities.'Demonstrates above average ability, motivation and attitude in this class.'Demonstrates outstanding effort."
317,81,77,4,4,3,4,5,0,6,8,'M',0,11,8,79.0,3.5,4.0,0,4,0,0,0,0,0,2,0,0,0,0,0,"'Conscientious about classroom responsibilities. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities."
318,0,84,0,0,2,3,0,0,4,1,'F',0,4,1,42.0,1.0,1.5,1,2,0,2,1,0,0,0,0,0,0,0,0,"'Unprepared for class.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Demonstrates outstanding effort.'Unprepared for class."
319,76,80,1,0,1,2,3,0,3,0,'M',0,6,0,78.0,1.0,1.0,1,1,0,0,0,0,1,1,0,0,0,0,0,"'Poor test scores.'Conscientious about classroom responsibilities. No Comment .'I'.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Poor test scores."
320,72,79,3,4,2,4,22,21,16,15,'F',0,38,36,75.5,2.5,4.0,0,3,0,0,0,0,0,1,0,0,1,1,0,"'Parent conference requested.'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Poor class attendance. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Parent conference requested."
321,84,87,0,0,0,0,5,2,5,2,'M',0,10,4,85.5,0.0,0.0,2,3,0,2,0,0,0,0,0,0,0,0,0,"'Demonstrates outstanding effort.'Demonstrates outstanding effort.'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort."
