,student_ids,Grade Average 7,Grade Average 8,Math_7_score,ELA_7_score,Math_8_score,ELA_8_score,Absent Grade 7,Tardy Grade 7,Absent Grade 8,Tardy Grade 8,Gender,Comment_1,Comment_2,Comment_3,Comment_4,Comment_5,Comment_6,Comment_7,Comment_8,target
253,115764,79,80,3,3,3,3,2,0,4,2,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete work--','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',0
254,117097,73,64,2,3,0,0,5,1,4,20,'M','','','','','','','','',0
255,122088,78,76,2,2,2,2,9,0,5,4,'F','Incomplete work--','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Poor test scores--','Student can show more effort.- Estudiante puede mostrar mejor esfuerzo.','Inattentiveness in class--',0
256,144403,84,86,4,5,4,4,5,1,10,17,'F',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','',0
257,158817,0,0,0,0,0,0,0,0,0,0,'F','Improvement noted--','Demonstrates outstanding effort--','Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'",'','Incomplete homework--',,0
258,123855,78,78,3,3,3,3,9,2,1,24,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Incomplete work--','','Poor test scores--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
259,115263,74,80,2,2,0,0,6,11,12,18,'M','Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor class attendance--','Unprepared for class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Unprepared for class--','Unprepared for class--',0
260,157768,0,77,0,0,0,0,0,0,2,3,'M','','','','','','','',,0
261,118062,78,79,3,4,2,4,2,0,1,2,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Incomplete homework--','Needs to stop chatting with Jordani and focus on his work','',0
262,118074,76,76,4,5,4,5,14,6,9,5,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Demonstrates outstanding effort--','','Incomplete homework--','Incomplete work--','Improvement noted--','Parent conference requested--',0
263,149029,72,74,2,1,2,1,7,2,6,1,'M','',"'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'",'Conscientious about classroom responsibilities--','','Demonstrates outstanding effort--','Poor test scores--',"'Demonstrates above average ability, motivation and attitude in this class--'",,0
264,145281,83,83,2,2,1,2,9,2,6,3,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--',,0
265,159259,0,0,0,0,0,0,0,0,0,0,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--','',"'Meets acceptable standards of cooperation, work, attitude and effort - Reune aceptables normas de cooperation, trabajo, aptitud y esfuerzo.'",'Demonstrates outstanding effort--','Conscientious about classroom responsibilities--',,0
266,116296,75,71,2,3,0,0,13,0,21,19,'M','Inattentiveness in class--','Inattentiveness in class--','Incomplete homework--','Inattentiveness in class--','','Unprepared for class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
267,117843,82,88,4,4,4,4,0,0,0,1,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Improvement noted--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Unprepared for class--',0
268,160117,0,0,0,0,0,0,0,0,0,0,'F','Conscientious about classroom responsibilities--',"'Demonstrates above average ability, motivation and attitude in this class--'",'','Conscientious about classroom responsibilities--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',,0
269,117879,76,77,2,2,1,3,19,12,20,14,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Poor test scores--',0
270,115280,76,80,2,3,1,4,15,9,1,14,'F',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Poor test scores--',"""12/12/19 Ericka's attendance is affecting her performance. She has been absent 4 times in one month. As discussed at the recent meeting, she must get her work done and handed in.""",'Inattentiveness in class--','Unprepared for class--',0
271,123511,70,71,1,2,1,1,11,13,6,13,'M','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','Parent conference requested--','','Parent conference requested--','Ronis needs extra help both in content and time management. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Ronis to jmoreno@ucboe.us.-- Ronis necesita ayuda adicional tanto en el contenido como en la gestión del tiempo. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Ronis a jmoreno@ucboe.us.','',0
272,144308,0,0,0,0,0,0,0,0,0,0,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '",'','Demonstrates outstanding effort--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
273,122283,67,73,1,3,1,2,8,5,2,24,'M','Cell phone is an issue. ','Poor class attendance--','Incomplete work--','','Unprepared for class--','','Can do better','',0
274,118022,87,87,0,0,0,0,10,0,9,1,'M',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Conscientious about classroom responsibilities--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Demonstrates outstanding effort--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
275,143480,75,82,2,1,1,2,8,6,8,0,'M','Conscientious about classroom responsibilities--','Poor test scores--','','Incomplete work--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--',,0
276,117894,78,81,4,4,4,5,5,1,8,6,'M','Demonstrates outstanding effort--','','Incomplete homework--','',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",0
277,116304,80,80,3,4,4,4,6,0,5,0,'M','Demonstrates outstanding effort--','','Demonstrates outstanding effort--',"'Demonstrates above average ability, motivation and attitude in this class--'","'Meets acceptable standards of cooperation, work, attitude and effort - '","'Meets acceptable standards of cooperation, work, attitude and effort - '",'',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
278,136097,0,43,0,0,0,0,8,4,14,13,'M','','','','','','','','',0
279,118478,84,82,3,4,1,4,5,6,8,10,'F','','','','','','','','',0
280,122098,77,80,3,4,4,4,1,30,12,14,'M','Jayden needs extra help both in content and time management. He has developed a habit to talk while I am going over instructions or class notes. Tutoring is offered after school and my door is always opened to help. Please reach out to me if you have specific questions about Jayden to jmoreno@ucboe.us.--Jayden necesita ayuda adicional tanto en contenido como en gestión del tiempo. Ha desarrollado un hábito para hablar mientras reviso instrucciones o apuntes de clase. Se ofrece tutoría después de la escuela y mi puerta siempre está abierta para ayudar. Comuníquese conmigo si tiene preguntas específicas sobre Jayden a jmoreno@ucboe.us.','','Incomplete homework--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",'Poor test scores--','','Inattentiveness in class--',"'Meets acceptable standards of cooperation, work, attitude and effort - '",0
